date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:59	4651/4651	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2010:44:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/aslife-log.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/aslife-log.png	(from https://www.healthcaredms.com/)
13:23:00	4701/4701	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2010:44:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/goral-gandhi-logo.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/goral-gandhi-logo.png	(from https://www.healthcaredms.com/)
13:23:01	4086/4086	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2010:44:10%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/nephrocare-logo.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/nephrocare-logo.png	(from https://www.healthcaredms.com/)
13:23:02	3657/3657	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2010:44:10%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/soodesthetics-logo.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/soodesthetics-logo.png	(from https://www.healthcaredms.com/)
13:23:03	3518/3518	---MCZ	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2010:44:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/krishna-medical-logo.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/krishna-medical-logo.png	(from https://www.healthcaredms.com/)
13:23:04	6468/6468	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:25%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/seo-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/seo-icon.png	(from https://www.healthcaredms.com/)
13:23:05	6085/6085	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:19%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/paid-search-advertising-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/paid-search-advertising-icon.png	(from https://www.healthcaredms.com/)
13:23:06	4685/4685	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:33%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/website-design-and-development-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/website-design-and-development-icon.png	(from https://www.healthcaredms.com/)
13:23:07	5498/5498	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:27%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/social-media-video-marketing-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/social-media-video-marketing-icon.png	(from https://www.healthcaredms.com/)
13:23:08	4788/4788	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:13%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/marketing-automation-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/marketing-automation-icon.png	(from https://www.healthcaredms.com/)
13:23:10	112107/112107	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2013:23:09%20GMT	https://www.healthcaredms.com/netralayam-achieves-optimum-patient-acquisition-with-healthcaredms	D:/clones/h1/www.healthcaredms.com/netralayam-achieves-optimum-patient-acquisition-with-healthcaredms.html	(from https://www.healthcaredms.com/)
13:23:11	36891/36891	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:54%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study-section-thumb.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/case-study-section-thumb.jpg	(from https://www.healthcaredms.com/)
13:23:11	6717/6717	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ama.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/ama.jpg	(from https://www.healthcaredms.com/)
13:23:12	3497/3497	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:58%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/digital-health.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/digital-health.jpg	(from https://www.healthcaredms.com/)
13:23:13	6282/6282	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:31:59%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/diy.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/diy.jpg	(from https://www.healthcaredms.com/)
13:23:14	5168/5168	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2001%20Apr%202023%2008:32:09%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/industry.jpg	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/industry.jpg	(from https://www.healthcaredms.com/)
13:23:15	2386/2386	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:58%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/designrush-logo.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/designrush-logo.png	(from https://www.healthcaredms.com/)
13:23:16	4580/4580	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:31:49%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/accredited-agency.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/accredited-agency.png	(from https://www.healthcaredms.com/)
13:23:17	60358/60358	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2013:23:16%20GMT	https://www.healthcaredms.com/sitemap	D:/clones/h1/www.healthcaredms.com/sitemap.html	(from https://www.healthcaredms.com/)
13:23:19	84702/84702	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2013:23:18%20GMT	https://www.healthcaredms.com/healthcare-digital-marketing-agency-in-hyderabad	D:/clones/h1/www.healthcaredms.com/healthcare-digital-marketing-agency-in-hyderabad.html	(from https://www.healthcaredms.com/)
13:23:20	60046/60046	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2013:23:19%20GMT	https://www.healthcaredms.com/privacy-policy	D:/clones/h1/www.healthcaredms.com/privacy-policy.html	(from https://www.healthcaredms.com/)
13:23:21	67776/67776	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Aug%202024%2013:23:20%20GMT	https://www.healthcaredms.com/terms-and-condition	D:/clones/h1/www.healthcaredms.com/terms-and-condition.html	(from https://www.healthcaredms.com/)
13:23:22	85634/85634	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/jquery-2.2.1.min.js?v=300420210904190732043	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/jquery-2.2.1.minef4a.js	(from https://www.healthcaredms.com/)
13:23:24	63473/63473	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/bootstrap.min.js?v=300420210904190732054	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/bootstrap.min07be.js	(from https://www.healthcaredms.com/)
13:23:25	42772/42772	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/owl.carousel.min.js?v=300420210904190732064	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/owl.carousel.minef64.js	(from https://www.healthcaredms.com/)
13:23:26	3443/3443	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/webp.js?v=300420210904190732074	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/webp3ccb.js	(from https://www.healthcaredms.com/)
13:23:28	8131/8131	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2026%20Oct%202023%2010:48:28%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/common.js?v=264820231048282359518	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/common35d9.js	(from https://www.healthcaredms.com/)
13:23:28	24430/24430	---M-Z	200	added ('OK')	application/javascript	etag:%2260c342a7-1ec3%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.3/jquery.validate.min.js	D:/clones/h1/cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.3/jquery.validate.min.js	(from https://www.healthcaredms.com/)
13:23:28	5871/5871	---M-Z	200	added ('OK')	application/javascript	etag:%226021e167-16ef%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-validation-unobtrusive/3.2.12/jquery.validate.unobtrusive.min.js	D:/clones/h1/cdnjs.cloudflare.com/ajax/libs/jquery-validation-unobtrusive/3.2.12/jquery.validate.unobtrusive.min.js	(from https://www.healthcaredms.com/)
13:23:29	4324/4324	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-10e4%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.maskedinput/1.4.1/jquery.maskedinput.min.js	D:/clones/h1/cdnjs.cloudflare.com/ajax/libs/jquery.maskedinput/1.4.1/jquery.maskedinput.min.js	(from https://www.healthcaredms.com/)
13:23:30	6950/6950	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/contact-us-footer-form-validation.js?v=212620220726354362475	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/contact-us-footer-form-validation82e5.js	(from https://www.healthcaredms.com/)
13:23:31	2539/2539	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2001%20Apr%202023%2008:32:36%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/recent-blog.js?v=140020220800193970718	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/js/recent-blog8a14.js	(from https://www.healthcaredms.com/)
13:23:31	870/870	---MC-	200	added ('OK')	text/javascript	date:Thu,%2001%20Aug%202024%2013:23:31%20GMT	https://www.google.com/recaptcha/api.js	D:/clones/h1/www.google.com/recaptcha/api.js	(from https://www.healthcaredms.com/)
13:23:32	215/215	---M--	404	error ('The%20specified%20blob%20does%20not%20exist.')	application/xml	date:Thu,%2001%20Aug%202024%2013:23:33%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/owl.video.play.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/owl.video.play.png	(from https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/owl.carousel.min.css?v=300420210904190731987)
13:23:33	12582/12582	---MCZ	200	added ('OK')	image/png	date:Sat,%2001%20Apr%202023%2008:32:06%20GMT	https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/helthcare-icon.png	D:/clones/h1/cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/images/helthcare-icon.png	(from https://cdn.openviowebsites.com/source/sites/cb9be165-52e4-4095-805e-bd230f69c5bc/css/style.css?v=260020231100159429605)
